type,breed,color,sex,size,impound_number,kennel_number,id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,intake_total,date_of_birth,name,zip_code,:@computed_region_dig5_f3vy,outcome_jurisdiction,ano
Cat,Domestic Sh,Slvr Tabby,Female,SMALL,K24-048084,CS06,A425651,2024-04-03,2024-04-09,6,Stray,OVER THE COUNTER,Transfer,FORGOTTEN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,1,,,95403,26076,SANTA ROSA,2024
Dog,Cane Corso,Gray,Male,LARGE,K24-048773,DA21,A427038,2024-06-11,2024-07-14,33,Stray,FIELD,Euthanize,AGGRESSIVE,UNKNOWN,UNTREATABLE,SANTA ROSA,1,,,,,,2024
Cat,Domestic Mh,Brn Tabby,Neutered,KITTN,K23-047196,LOBBY,A423526,2023-12-22,2024-01-11,20,Stray,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2023-10-22T00:00:00.000,*ZIMM,94952,11138,*PETALUMA,2023
Other,Bat,Brown,Unknown,SMALL,K24-049079,EUTH,A427648,2024-07-10,2024-07-14,4,Quarantine,FIELD,Transfer,LAB FRA,UNKNOWN,DEAD,SANTA ROSA,1,,,,,,2024
Dog,Border Collie,Black/White,Male,MED,K23-046861,DI103,A422297,2023-11-21,2024-04-09,140,Confiscate,FLD_CRUEL,Return To Owner,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,1,2022-05-30T00:00:00.000,ZANDER,95476,31040,COUNTY,2023
Dog,Pit Bull/Mix,Black/White,Female,MED,K24-048721,DS79,A426715,2024-06-04,2024-07-14,40,Stray,OVER THE COUNTER,Euthanize,BEH SEVERE,UNKNOWN,HEALTHY,COUNTY,1,2023-11-28T00:00:00.000,DOPE,95421,23498,COUNTY,2024
Dog,Pit Bull/Mix,Red/White,Spayed,MED,K24-047680,FOSTER,A422947,2024-02-22,2024-04-09,47,Adoption Return,OVER THE COUNTER,Adoption,REFERRAL-O,UNKNOWN,PENDING,COUNTY,1,2022-08-08T00:00:00.000,MIA,94928,1829,*ROHNERT PARK,2024
Dog,Siberian Husky,White,Male,LARGE,K24-048847,DS63,A427206,2024-06-18,2024-07-14,26,Stray,OVER THE COUNTER,Euthanize,BEH SEVERE,UNKNOWN,HEALTHY,SANTA ROSA,1,2018-06-18T00:00:00.000,,,,,2024
Cat,Domestic Sh,Brn Tabby,Spayed,KITTN,K17-024236,SMM,A338178,2017-07-05,2017-07-29,24,Stray,FIELD,Euthanize,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2016-05-11T00:00:00.000,*RUBY,95403,26076,SANTA ROSA,2017
Other,Bat,Brown,Unknown,SMALL,K24-049080,EUTH,A427650,2024-07-10,2024-07-14,4,Quarantine,FIELD,Transfer,LAB FRA,UNKNOWN,DEAD,SANTA ROSA,1,,,,,,2024
Dog,Chihuahua Sh,Tan,Female,TOY,K24-047334,DA19,A423771,2024-01-11,2024-01-11,0,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,1,2023-01-11T00:00:00.000,PRINCESS,95403,26076,SANTA ROSA,2024
Dog,Germ Shepherd,Brown/Black,Spayed,MED,K23-045868,DS51,A420084,2023-08-31,2023-10-02,32,Stray,OVER THE COUNTER,Euthanize,BEH SEVERE,UNKNOWN,UNTREATABLE,COUNTY,1,,LOLA,95403,26076,SANTA ROSA,2023
Cat,Domestic Sh,Brn Tabby,Spayed,KITTN,K16-019238,CS04,A338178,2016-06-10,2016-08-02,53,Stray,COMM CAT,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2016-05-11T00:00:00.000,*RUBY,95403,26076,SANTA ROSA,2016
Dog,Chihuahua Sh/Mix,White/Apricot,Male,SMALL,K24-048119,DS73,A425723,2024-04-08,2024-04-09,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,1,2022-04-09T00:00:00.000,WEDO,95401,26075,SANTA ROSA,2024
Dog,Border Collie,Black/White,Male,MED,K23-046885,DA21,A422320,2023-11-21,2024-04-09,140,Confiscate,FLD_CRUEL,Return To Owner,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,1,2018-12-07T00:00:00.000,KIP,95476,31040,COUNTY,2023
Dog,Parson Russ Ter,Tan,Spayed,SMALL,K23-046703,DA21,A421839,2023-11-07,2023-11-16,9,Confiscate,FLD_CORONR,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,1,2020-11-16T00:00:00.000,JOSAPHINA,95403,26076,SANTA ROSA,2023
Dog,Aust Cattle Dog/Labrador Retr,Tan/White,Spayed,PUPPY,K24-047382,DA42,A423938,2024-01-19,2024-04-04,76,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2023-08-26T00:00:00.000,GERDY LOU,95452,31020,COUNTY,2024
Cat,Domestic Sh,Gray/Black,Unknown,KITTN,K24-049088,COOLER,A427674,2024-07-11,2024-07-15,4,Stray,FLD_STRAY,Disposal,DOA,UNKNOWN,DEAD,SANTA ROSA,1,,,,,,2024
Dog,Belg Malinois,Brown/Black,Spayed,PUPPY,K24-047546,DS55,A424295,2024-02-07,2024-03-14,36,Stray,OVER THE COUNTER,Adoption,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,1,2023-11-07T00:00:00.000,LUNA,95446,23755,COUNTY,2024
Dog,Pit Bull,Gray/White,Neutered,LARGE,K20-035233,DS66,A397481,2020-02-01,2020-02-04,3,Stray,FIELD,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,1,2020-04-19T00:00:00.000,ROCKWELL NORMAN,95405,26078,SANTA ROSA,2020
Dog,Chihuahua Sh,Tan/White,Neutered,SMALL,K25-053907,DS51,A260466,2025-10-28,2025-11-10,13,Stray,FIELD,Euthanize,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,1,2010-03-16T00:00:00.000,CHICO,94947,1841,OUT OF COUNTY,2025
Dog,Labrador Retr/Mix,Chocolate,Female,MED,K23-047184,DS69,A423510,2023-12-22,2024-01-13,22,Stray,FIELD,Euthanize,AGGRESSIVE,UNKNOWN,HEALTHY,SANTA ROSA,1,,FEISTY,95407,26079,SANTA ROSA,2023
Dog,Catahoula/Mix,Brn Merle/Black,Spayed,LARGE,K24-047333,DS73,A360813,2024-01-11,2024-01-13,2,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,1,2009-09-13T00:00:00.000,CAT,94951,1844,COUNTY,2024
Dog,Siberian Husky/Mix,Black/Tan,Female,MED,K23-047175,DS77,A423484,2023-12-20,2024-01-12,23,Confiscate,FLD_CORONR,Return To Owner,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,1,,SLURPY,71913,28234,OUT OF COUNTY,2023
Cat,Domestic Sh,Black/White,Neutered,KITTN,K23-046784,FOSTER,A422093,2023-11-13,2024-01-12,60,Stray,FLD_STRAY,Adoption,WALKIN,UNKNOWN,HEALTHY,COUNTY,1,2023-10-13T00:00:00.000,MR BOJANGLES,95436,23747,COUNTY,2023
Cat,Domestic Sh,Tortie,Spayed,KITTN,K23-046786,FOSTER,A422095,2023-11-13,2024-01-12,60,Stray,FLD_STRAY,Adoption,WALKIN,UNKNOWN,HEALTHY,COUNTY,1,2023-10-13T00:00:00.000,CARLY ROSE,95436,23747,COUNTY,2023
Cat,Domestic Sh,Org Tabby,Spayed,SMALL,K24-050061,CS05,A429681,2024-10-15,2025-01-15,92,Stray,OVER THE COUNTER,Adoption,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,1,2019-10-20T00:00:00.000,*ELLEN,95403,26076,COUNTY,2024
Dog,Chihuahua Sh,Black,Female,SMALL,K26-054649,DS81,A439223,2026-01-12,2026-01-13,1,Confiscate,FLD_CORONR,Return To Owner,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,1,,LUCY,95492,31428,*WINDSOR,2026
Dog,Pit Bull,Gray/White,Neutered,LARGE,K25-051697,DS53,A397481,2025-04-18,2025-04-19,1,Stray,FLD_STRAY,Return To Owner,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,1,2020-04-19T00:00:00.000,ROCKWELL NORMAN,95404,26077,SANTA ROSA,2025
Dog,Chihuahua Sh,Brown,Male,PUPPY,K24-050365,TRUCK,A430210,2024-11-18,2024-12-07,19,Stray,FLD_STRAY,Transfer,PETSLIFELN,UNKNOWN,HEALTHY,SANTA ROSA,1,,,95476,31040,COUNTY,2024
Other,Horse,Brown/White,Female,X-LRG,K24-047976,SCART,A425456,2024-03-22,2024-04-10,19,Confiscate,FLD_CRUEL,Transfer,SONOMA CAR,UNKNOWN,HEALTHY,COUNTY,1,,,95403,26076,SANTA ROSA,2024
Dog,Siberian Husky/Mix,Black/White,Spayed,MED,K24-047408,DA02,A423968,2024-01-20,2024-04-10,81,Stray,FLD_STRAY,Adoption,SCAS WEB,HEALTHY,HEALTHY,COUNTY,1,2023-05-18T00:00:00.000,*PRIMA,95401,26075,SANTA ROSA,2024
Dog,Pit Bull/Mix,Tan,Female,MED,K23-047174,DS67,A423485,2023-12-20,2024-01-12,23,Confiscate,FLD_CORONR,Return To Owner,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,1,,HONEY,71913,28234,OUT OF COUNTY,2023
Dog,Labrador Retr/Mix,Black,Spayed,MED,K23-046948,TRUCK,A422542,2023-11-30,2023-11-30,0,Stray,FIELD,Return To Owner,FLD_MCHIP,UNKNOWN,PENDING,SANTA ROSA,1,,SADIE,95405,26078,SANTA ROSA,2023
Dog,Doberman Pinsch,Black/Tan,Male,LARGE,K23-046341,DS57,A420925,2023-10-05,2023-10-06,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,1,2011-09-12T00:00:00.000,NEGRO AKA NEGRITO,95407,26079,COUNTY,2023
Dog,Doberman Pinsch,Black/Tan,Male,LARGE,K23-046124,DS83,A420925,2023-09-16,2023-09-19,3,Stray,FLD_STRAY,Return To Owner,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,COUNTY,1,2011-09-12T00:00:00.000,NEGRO AKA NEGRITO,95407,26079,COUNTY,2023
Dog,Doberman Pinsch,Black/Tan,Male,LARGE,K14-010774,DS87,A311544,2014-09-12,2014-09-17,5,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,1,2013-05-05T00:00:00.000,NEGRO,95407,26079,COUNTY,2014
Cat,Domestic Sh,Brn Tabby,Neutered,KITTN,K23-047229,CA02,A420580,2023-12-30,2024-01-12,13,Owner Surrender,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2023-08-24T00:00:00.000,*ROCKY ROAD,95448,31016,*HEALDSBURG,2023
Dog,Pit Bull,Br Brindle,Spayed,MED,K24-047331,DS52,A423767,2024-01-11,2024-01-12,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,1,2021-07-12T00:00:00.000,KALA,95407,26079,SANTA ROSA,2024
Dog,Schnauzer Min,Gray,Neutered,MED,K24-047314,DQ117,A405979,2024-01-10,2024-01-12,2,Quarantine,FIELD,Return To Owner,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,1,2020-04-22T00:00:00.000,PEPE,95403,26076,SANTA ROSA,2024
Cat,Domestic Sh,Gray Tabby,Spayed,SMALL,K21-037974,CS05,A402635,2021-02-24,2021-02-24,0,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,1,2018-02-24T00:00:00.000,ARIA,95401,26075,SANTA ROSA,2021
Dog,Chihuahua Lh/Mix,Black/White,Female,SMALL,K24-047350,TRUCK,A422264,2024-01-13,2024-01-13,0,Confiscate,FLD_ARREST,Transfer,RP SHELTER,UNKNOWN,PENDING,*ROHNERT PARK,1,2022-11-17T00:00:00.000,LUNA,94928,1829,*ROHNERT PARK,2024
Dog,Germ Shepherd/Pit Bull,Tan/Black,Male,MED,K23-047030,DQ116,A422315,2023-12-07,2024-01-13,37,Confiscate,FLD_EVICT,Euthanize,AGGRESSIVE,UNKNOWN,HEALTHY,SANTA ROSA,1,,CHICO,95407,26079,COUNTY,2023
Cat,Domestic Sh,Gray Tabby/White,Spayed,KITTN,K24-048503,LOBBY,A426427,2024-05-15,2024-07-16,62,Stray,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,COUNTY,1,2024-04-21T00:00:00.000,*OOLA,95401,26075,COUNTY,2024
Cat,Domestic Lh,Brn Tabby/White,Spayed,KITTN,K24-048861,LOBBY,A427227,2024-06-19,2024-07-16,27,Stray,OVER THE COUNTER,Adoption,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,1,2024-04-25T00:00:00.000,*ETHEL,95404,26077,SANTA ROSA,2024
Dog,Papillon/Chihuahua Lh,Gold,Spayed,SMALL,K24-050509,DA26,A430424,2024-12-04,2024-12-07,3,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,1,2020-12-07T00:00:00.000,LOLA,95407,26079,SANTA ROSA,2024
Dog,Labrador Retr/Mix,Yellow,Neutered,PUPPY,K23-047041,DA42,A422883,2023-12-07,2024-01-13,37,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2023-06-07T00:00:00.000,JAX,94954,11139,*PETALUMA,2023
Other,Rabbit Sh,White,Unknown,SMALL,K24-047344,CI02,A423799,2024-01-12,2024-01-13,1,Stray,OVER THE COUNTER,Euthanize,ILL SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,1,,,,,,2024
Dog,Germ Shepherd,Tan/Black,Male,LARGE,K24-048649,DS57,A426754,2024-05-29,2024-07-16,48,Stray,FIELD,Euthanize,CON SEVERE,UNKNOWN,UNTREATABLE,COUNTY,1,2014-07-15T00:00:00.000,*SARGE,,,,2024
Dog,Germ Shepherd,Black/Tan,Spayed,MED,K24-048042,DQ112,A300415,2024-03-30,2024-04-10,11,Quarantine,FIELD,Return To Owner,OVER THE COUNTER_LETTER,UNKNOWN,PENDING,COUNTY,1,2013-03-10T00:00:00.000,SHASTA,95442,23751,COUNTY,2024
Other,Horse,White,Male,X-LRG,K24-048077,SCART,A425453,2024-03-28,2024-04-10,13,Owner Surrender,FIELD,Transfer,SONOMA CAR,UNKNOWN,HEALTHY,COUNTY,1,,,95403,26076,SANTA ROSA,2024
Dog,Rottweiler,Black/Tan,Male,LARGE,K24-048113,DA17,A425713,2024-04-07,2024-04-10,3,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,1,2017-04-10T00:00:00.000,TONY,95490,31427,,2024
Cat,Domestic Sh,Tortie,Spayed,KITTN,K24-048642,LOBBY,A426731,2024-05-28,2024-07-16,49,Stray,OVER THE COUNTER,Adoption,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,1,2024-04-16T00:00:00.000,*HEIDI,95401,26075,SANTA ROSA,2024
Dog,French Bulldog,Gray/White,Male,MED,K24-049018,DS68,A427527,2024-07-05,2024-07-16,11,Stray,OVER THE COUNTER,Euthanize,CON SEVERE,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,1,2021-07-05T00:00:00.000,DEAD,,,,2024
Cat,Domestic Sh,Gray,Neutered,KITTN,K24-050466,LOBBY,A430364,2024-11-30,2024-12-07,7,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2024-08-30T00:00:00.000,*CHRISTIAN,95403,26076,SANTA ROSA,2024
Dog,Pit Bull/Mix,Br Brindle,Male,PUPPY,K24-049126,DS63,A427784,2024-07-15,2024-07-16,1,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,1,2024-03-31T00:00:00.000,BUBBA KUSH,95407,26079,SANTA ROSA,2024
Dog,Chihuahua Sh,Brown,Female,TOY,K24-050533,TRUCK,A422617,2024-12-07,2024-12-07,0,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_ARREST,UNKNOWN,HEALTHY,SANTA ROSA,1,2017-08-08T00:00:00.000,SOPHIE,94928,1829,*ROHNERT PARK,2024
Dog,Pug/Mix,Brown,Neutered,PUPPY,K22-042488,DA03,A413210,2022-09-09,2022-10-04,25,Confiscate,FLD_ARREST,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2022-05-16T00:00:00.000,PUGSLEY,95448,31016,HEALDSBURG,2022
Dog,Chihuahua Sh,Tan,Spayed,SMALL,K24-049001,DQ115,A427485,2024-07-03,2024-07-16,13,Confiscate,FLD_HOSPTL,Return To Owner,MEDICAL,UNKNOWN,PENDING,SANTA ROSA,1,2021-09-01T00:00:00.000,RUBY,95403,26076,SANTA ROSA,2024
Cat,Snowshoe/Mix,Lynx Pt/White,Neutered,KITTN,K24-048653,LOBBY,A426760,2024-05-29,2024-07-16,48,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2024-05-08T00:00:00.000,*SNOW,95401,26075,SANTA ROSA,2024
Cat,Domestic Sh,Black,Unknown,SMALL,K24-048991,CS06,A427497,2024-07-02,2024-07-16,14,Stray,OVER THE COUNTER,Transfer,FORGOTTEN,UNKNOWN,HEALTHY,SANTA ROSA,1,,,95403,26076,SANTA ROSA,2024
Dog,Chihuahua Sh/Mix,Tricolor,Female,TOY,K24-049129,DA18,A427791,2024-07-16,2024-07-16,0,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,1,2022-07-16T00:00:00.000,AMICA,95404,26077,SANTA ROSA,2024
Dog,Pit Bull,White,Male,LARGE,K19-033580,DS79,A342025,2019-09-04,2019-09-05,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,1,2016-04-09T00:00:00.000,TROUBLE,95476,31040,COUNTY,2019
Dog,Pit Bull,Brown/White,Male,MED,K16-020660,DS94,A342023,2016-09-07,2016-09-09,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*SONOMA,1,,CHARLIE,95476,31040,COUNTY,2016
Dog,Pit Bull,White,Male,LARGE,K16-020662,DA22,A342025,2016-09-07,2016-09-09,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*SONOMA,1,2016-04-09T00:00:00.000,TROUBLE,95476,31040,COUNTY,2016
Dog,Labrador Retr/Rottweiler,Black/White,Neutered,MED,K14-012000,DA38,A291746,2014-12-08,2015-02-14,68,Transfer,VET_HOSP,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2012-12-29T00:00:00.000,HUNTER,95409,26080,COUNTY,2014
Dog,Pit Bull,Brown/White,Female,MED,K16-020838,DS55,A342024,2016-09-21,2016-09-23,2,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,1,,KALI,95476,31040,COUNTY,2016
Dog,Pit Bull,Brown/White,Male,MED,K16-020837,DS51,A342023,2016-09-21,2016-09-23,2,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,1,,CHARLIE,95476,31040,COUNTY,2016
Dog,Pit Bull,White,Male,LARGE,K16-020839,DS52,A342025,2016-09-21,2016-09-23,2,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,1,2016-04-09T00:00:00.000,TROUBLE,95476,31040,COUNTY,2016
Dog,Pit Bull,Brown/White,Female,MED,K16-020661,DA22,A342024,2016-09-07,2016-09-09,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*SONOMA,1,,KALI,95476,31040,COUNTY,2016
Cat,Domestic Sh,Brn Tabby,Unknown,KITTN,K24-048142,CI02,A425771,2024-04-10,2024-04-11,1,Stray,OVER THE COUNTER,Transfer,PETLUMA PP,UNKNOWN,HEALTHY,SANTA ROSA,1,,,94952,11138,*PETALUMA,2024
Dog,Great Dane,Tan/Red Merle,Female,LARGE,K24-047720,DS78,A424871,2024-02-28,2024-04-11,43,Stray,FIELD,Transfer,DOGWOOD,UNKNOWN,HEALTHY,SANTA ROSA,1,,*WILLOW,95403,26076,SANTA ROSA,2024
Dog,Pit Bull/Boxer,Brown,Female,MED,K24-050424,DS74,A429570,2024-11-23,2024-11-26,3,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,0,2022-10-10T00:00:00.000,RUBY,95403,26076,SANTA ROSA,2024
Dog,Chihuahua Lh,Brown/Gold,Female,TOY,K24-048078,DA27,A425644,2024-04-03,2024-04-11,8,Stray,OVER THE COUNTER,Transfer,DOGWOOD,UNKNOWN,HEALTHY,SANTA ROSA,1,2023-04-03T00:00:00.000,,95403,26076,SANTA ROSA,2024
Cat,Domestic Sh,Brn Tabby,Unknown,KITTN,K24-048143,CI02,A425773,2024-04-10,2024-04-11,1,Stray,OVER THE COUNTER,Transfer,PETLUMA PP,UNKNOWN,HEALTHY,SANTA ROSA,1,,,94952,11138,*PETALUMA,2024
Other,Peafowl,Brown/Gray,Female,MED,K23-046993,LS02,A422752,2023-12-05,2024-01-16,42,Stray,FLD_STRAY,Transfer,,UNKNOWN,HEALTHY,COUNTY,1,,,95476,31040,COUNTY,2023
Cat,Domestic Mh,Black,Spayed,SMALL,K23-047168,CS06,A422694,2023-12-19,2024-01-16,28,Quarantine,FIELD,Euthanize,AGGRESSIVE,UNKNOWN,HEALTHY,COUNTY,1,2010-12-04T00:00:00.000,LUCY,95446,23755,COUNTY,2023
Dog,Aust Cattle Dog,Black/Blue,Spayed,MED,K23-044847,DA38,A413147,2023-05-26,2024-01-16,235,Confiscate,FLD_ABAND,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,0,2022-01-02T00:00:00.000,*DAISY,95403,26076,COUNTY,2023
Dog,Pit Bull/Mix,Red,Neutered,PUPPY,K23-047036,DA47,A422873,2023-12-07,2024-01-16,40,Stray,OVER THE COUNTER,Transfer,HSSC,HEALTHY,HEALTHY,COUNTY,1,2023-03-07T00:00:00.000,*HARRY,95407,26079,COUNTY,2023
Dog,Pug,Cream,Male,SMALL,K25-053909,DS86,A437840,2025-10-29,2025-11-10,12,Stray,FIELD,Transfer,MUTTVILLE,UNKNOWN,HEALTHY,SANTA ROSA,1,2015-11-05T00:00:00.000,,94103,28853,OUT OF COUNTY,2025
Dog,Belg Malinois,Brown,Spayed,PUPPY,K22-043290,DA02,A414364,2022-12-06,2023-01-17,42,Stray,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,COUNTY,1,2022-09-06T00:00:00.000,ALORA,95407,26079,COUNTY,2022
Dog,Chihuahua Sh/Mix,Black/Br Brindle,Spayed,TOY,K22-042482,DA34,A413202,2022-09-09,2022-09-30,21,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2020-09-09T00:00:00.000,CHAROLETTE,95405,26078,SANTA ROSA,2022
Dog,Labrador Retr,Black,Neutered,LARGE,K23-046898,DA42,A422387,2023-11-25,2024-01-16,52,Stray,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2018-12-14T00:00:00.000,*KNIGHT,95405,26078,SANTA ROSA,2023
Cat,Domestic Sh,Org Tabby,Male,SMALL,K24-047321,CS06,A423736,2024-01-10,2024-01-16,6,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,1,2022-01-16T00:00:00.000,MR MEOWMEOW,95462,31029,COUNTY,2024
Cat,Domestic Sh,Brn Tabby/White,Spayed,KITTN,K23-046970,LOBBY,A422659,2023-12-02,2024-01-16,45,Stray,OVER THE COUNTER,Adoption,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,1,2023-10-05T00:00:00.000,*ANNIE,95409,26080,SANTA ROSA,2023
Dog,Germ Shepherd,Tan/Black,Neutered,MED,K23-046557,DA06,A421444,2023-10-23,2024-01-16,85,Stray,FLD_STRAY,Transfer,HSSC,HEALTHY,HEALTHY,SANTA ROSA,1,2022-12-20T00:00:00.000,*TED,95407,26079,COUNTY,2023
Cat,Domestic Sh,Brn Tabby,Spayed,KITTN,K24-049829,CA02,A429143,2024-09-20,2024-12-07,78,Stray,OVER THE COUNTER,Adoption,WALKIN,UNKNOWN,HEALTHY,COUNTY,1,2024-08-14T00:00:00.000,*TABITHA,95404,26077,SANTA ROSA,2024
Dog,Pit Bull,Br Brindle,Neutered,PUPPY,K23-047037,DA46,A422875,2023-12-07,2024-01-16,40,Stray,OVER THE COUNTER,Transfer,HSSC,HEALTHY,HEALTHY,COUNTY,1,2023-03-05T00:00:00.000,*LLOYD,95407,26079,COUNTY,2023
Dog,Yorkshire Terr,Black/Brown,Female,SMALL,K24-048134,DS95,A425758,2024-04-10,2024-04-11,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,1,2015-11-18T00:00:00.000,MIMI,95403,26076,SANTA ROSA,2024
Dog,Siberian Husky,White/Brown,Spayed,MED,K23-044030,DA02,A414190,2023-03-07,2024-01-16,315,Stray,FIELD,Transfer,HSSC,HEALTHY,HEALTHY,SANTA ROSA,1,2022-04-11T00:00:00.000,NALLIE,95407,26079,COUNTY,2023
Dog,Siberian Husky,Red/White,Female,MED,K23-047186,DS83,A423513,2023-12-22,2024-01-16,25,Stray,FIELD,Euthanize,BEH SEVERE,UNKNOWN,HEALTHY,SANTA ROSA,1,,,,,,2023
Dog,Labrador Retr/Mix,Brown/White,Neutered,PUPPY,K23-047189,DA41,A421655,2023-12-22,2024-01-16,25,Quarantine,OVER THE COUNTER,Transfer,HSSC,HEALTHY,HEALTHY,SANTA ROSA,1,2023-08-02T00:00:00.000,BEAR,95407,26079,COUNTY,2023
Cat,Domestic Sh,Brn Tabby,Female,SMALL,K24-048139,CI02,A425768,2024-04-10,2024-04-11,1,Stray,OVER THE COUNTER,Transfer,PETLUMA PP,UNKNOWN,HEALTHY,SANTA ROSA,1,2021-04-10T00:00:00.000,,94952,11138,*PETALUMA,2024
Dog,Germ Shepherd/Weimaraner,Brown,Female,MED,K25-053902,DS84,A437826,2025-10-28,2025-11-10,13,Stray,FIELD,Euthanize,AGGRESSIVE,UNKNOWN,UNTREATABLE,SANTA ROSA,1,2023-10-28T00:00:00.000,,,,,2025
Cat,Domestic Lh,Black,Unknown,SMALL,K24-048153,COOLER,A425797,2024-04-11,2024-04-11,0,Stray,OVER THE COUNTER,Disposal,DOA,UNKNOWN,DEAD,SANTA ROSA,1,,,,,,2024
Cat,Domestic Sh,Orange/White,Neutered,KITTN,K24-050243,CA02,A429974,2024-11-04,2024-12-07,33,Stray,FLD_STRAY,Adoption,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,1,2024-07-20T00:00:00.000,CONRAD PUMPKIN SPICE,95404,26077,SANTA ROSA,2024
