type,breed,color,sex,size,impound_number,kennel_number,id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,intake_total,date_of_birth,name,zip_code,:@computed_region_dig5_f3vy,outcome_jurisdiction,ano
Dog,Chihuahua Sh,Tan/White,Spayed,SMALL,K23-046263,DA18,A420757,2023-09-28,2023-11-01,34,Stray,FLD_STRAY,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2021-10-19T00:00:00.000,*KIWI,95409,26080,SANTA ROSA,2023
Cat,Domestic Sh,Black,Neutered,KITTN,K18-027864,LOBBY,A370911,2018-04-17,2018-04-21,4,Owner Surrender,OVER THE COUNTER,Adoption,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,1,2018-02-03T00:00:00.000,*LUKE,95446,23755,COUNTY,2018
Dog,American Staff,Black/White,Male,LARGE,K14-009129,DS80,A300320,2014-06-04,2014-06-18,14,Stray,FIELD,Euthanize,BEH SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2013-01-07T00:00:00.000,CHIEF,95401,26075,SANTA ROSA,2014
Dog,Labrador Retr,Yellow,Female,LARGE,K14-010946,DS73,A311988,2014-09-23,2014-10-29,36,Stray,OVER THE COUNTER,Euthanize,BEH SEVERE,TREATABLE/MANAGEABLE,UNTREATABLE,SANTA ROSA,1,2010-09-23T00:00:00.000,MYA,,,,2014
Cat,Domestic Sh,Org Tabby/White,Neutered,SMALL,K22-041864,LOBBY,A412314,2022-07-06,2022-07-30,24,Confiscate,FLD_EVICT,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2022-05-06T00:00:00.000,*FINN,95409,26080,SANTA ROSA,2022
Dog,Black/Tan Hound/Mix,Black/Tan,Neutered,LARGE,K23-043603,DS84,A414931,2023-01-13,2023-03-11,57,Stray,OVER THE COUNTER,Transfer,HSSC,HEALTHY,TREATABLE/REHAB,COUNTY,1,2020-02-14T00:00:00.000,*COLT,95407,26079,COUNTY,2023
Other,Lilac,Gray,Female,MED,K22-040972,CS06,A410706,2022-03-26,2022-04-23,28,Stray,PHONE,Transfer,RP SHELTER,UNKNOWN,PENDING,SANTA ROSA,1,2020-10-04T00:00:00.000,*CLO,94928,1829,*ROHNERT PARK,2022
Dog,Boxer/Mix,Brown/Black,Neutered,LARGE,K14-011618,TRUCK,A313424,2014-11-05,2014-11-05,0,Stray,PRIV_SHELT,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,1,,JACKSON,95407,26079,COUNTY,2014
Other,Goose,White,Unknown,SMALL,K19-033126,LS01,A389989,2019-07-29,2019-09-19,52,Confiscate,FLD_CRUEL,Adoption,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,1,,,95407,26079,COUNTY,2019
Cat,Domestic Sh,White/Brn Tabby,Neutered,SMALL,K14-010364,CS06,A310327,2014-08-19,2014-08-22,3,Stray,COMM CAT,Transfer,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,1,,,95403,26076,SANTA ROSA,2014
Dog,Pit Bull,Br Brindle/Fawn,Neutered,MED,K14-009956,DS89,A282649,2014-07-24,2014-08-02,9,Stray,FIELD,Return To Owner,OVER THE COUNTER_WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,1,2008-09-26T00:00:00.000,DIESEL,95407,26079,SANTA ROSA,2014
Dog,Labrador Retr,Yellow,Neutered,LARGE,K16-017705,DS78,A291905,2016-02-05,2016-02-05,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,1,2011-03-28T00:00:00.000,SUNNY,95401,26075,COUNTY,2016
Cat,Domestic Sh,Tortie Pt,Spayed,KITTN,K21-039541,CS04,A406610,2021-09-04,2021-10-07,33,Stray,OVER THE COUNTER,Transfer,HSSC,HEALTHY,HEALTHY,SANTA ROSA,1,2021-05-20T00:00:00.000,*TARAH,95407,26079,COUNTY,2021
Cat,Domestic Lh,Gray Tabby,Unknown,SMALL,K16-018193,CS06,A334829,2016-03-23,2016-03-29,6,Stray,COMM CAT,Transfer,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,1,,,95403,26076,SANTA ROSA,2016
Cat,Domestic Sh,Calico/Blk Tabby,Female,SMALL,K25-053803,HSSC,A437593,2025-10-15,2025-11-12,28,Stray,EMAIL,Transfer,HSSC,UNKNOWN,PENDING,SANTA ROSA,1,2023-10-16T00:00:00.000,33498,95407,26079,COUNTY,2025
Cat,Domestic Sh,Brn Tabby,Spayed,KITTN,K19-033434,LOBBY,A388201,2019-08-22,2019-09-07,16,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,*ROHNERT PARK,1,2019-04-26T00:00:00.000,*CHER,95403,26076,SANTA ROSA,2019
Cat,Siamese,Seal Pt,Female,SMALL,K19-033287,SMM,A390330,2019-08-13,2019-08-21,8,Stray,FIELD,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2005-08-20T00:00:00.000,,,,,2019
Dog,Poodle Toy,Apricot,Neutered,SMALL,K19-033719,DS94,A391341,2019-09-13,2019-09-17,4,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2016-09-13T00:00:00.000,LEO,95403,26076,SANTA ROSA,2019
Dog,Chihuahua Sh,Red,Spayed,TOY,K15-017117,DS51,A330685,2015-12-11,2015-12-12,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,1,2011-12-11T00:00:00.000,CHIQUITA,95407,26079,SANTA ROSA,2015
Cat,Siamese/Mix,Blue Pt/White,Neutered,SMALL,K15-012362,LOBBY,A315623,2015-01-08,2015-02-06,29,Owner Surrender,OVER THE COUNTER,Adoption,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,1,2002-01-08T00:00:00.000,BLUE,95472,31039,COUNTY,2015
Cat,Domestic Sh,Brn Tabby,Spayed,SMALL,K18-029425,CA02,A349945,2018-08-10,2018-09-05,26,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2017-03-25T00:00:00.000,*MISO,95409,26080,SANTA ROSA,2018
Cat,Domestic Sh,Orange,Male,SMALL,K23-044565,CS06,A417225,2023-05-03,2023-05-16,13,Stray,OVER THE COUNTER,Transfer,FORGOTTEN,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,1,,,95403,26076,SANTA ROSA,2023
Dog,Chihuahua Sh,Tan,Neutered,MED,K21-039804,DS91,A334725,2021-10-05,2021-10-06,1,Confiscate,FIELD,Return To Owner,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,SANTA ROSA,1,2009-04-20T00:00:00.000,CHESTER,94928,1829,*ROHNERT PARK,2021
Cat,Domestic Sh,Gray,Neutered,SMALL,K18-029797,CA02,A375895,2018-09-07,2018-10-05,28,Owner Surrender,FIELD,Transfer,NOAHS BARK,HEALTHY,HEALTHY,COUNTY,1,2016-09-07T00:00:00.000,*DOPY,94928,1829,*ROHNERT PARK,2018
Dog,Cocker Span/Mix,Tan,Male,SMALL,K15-016299,DS90,A328046,2015-10-07,2015-10-22,15,Stray,OVER THE COUNTER,Euthanize,BEH SEVERE,UNTREATABLE,UNTREATABLE,*HEALDSBURG,1,,,,,,2015
Dog,Pit Bull/Mix,Br Brindle/White,Spayed,LARGE,K16-018883,DS86,A337141,2016-05-17,2016-05-21,4,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,1,2001-05-17T00:00:00.000,PIPER,94923,1826,COUNTY,2016
Cat,Domestic Mh,Blue Cream/Calico,Spayed,KITTN,K16-019395,LOBBY,A338674,2016-06-23,2016-06-30,7,Stray,COMM CAT,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2016-04-22T00:00:00.000,*SASSY,95405,26078,SANTA ROSA,2016
Cat,Siamese,Seal Pt/White,Spayed,SMALL,K16-019239,CS05,A338179,2016-06-10,2016-06-25,15,Stray,COMM CAT,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2015-10-10T00:00:00.000,*CATNISS,95404,26077,SANTA ROSA,2016
Dog,Rhod Ridgeback/Mix,Tan,Neutered,MED,K22-042965,DS91,A413903,2022-10-26,2022-10-26,0,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,1,,,95409,26080,SANTA ROSA,2022
Dog,Akita,Tricolor,Spayed,LARGE,K22-040563,DQ118,A392136,2022-01-21,2022-02-01,11,Quarantine,FIELD,Return To Owner,OVER THE COUNTER_LETTER,UNKNOWN,PENDING,SANTA ROSA,1,2012-10-09T00:00:00.000,SHADE,95407,26079,SANTA ROSA,2022
Dog,Chihuahua Sh,Tan,Neutered,TOY,K18-028351,DS56,A372738,2018-05-22,2018-06-15,24,Stray,FIELD,Transfer,GDR,HEALTHY,HEALTHY,SANTA ROSA,1,2010-05-22T00:00:00.000,MIKEY,94141,28853,OUT OF COUNTY,2018
Dog,Pit Bull,Bl Brindle,Neutered,LARGE,K15-015417,DS60,A288335,2015-08-13,2015-08-18,5,Stray,FIELD,Return To Owner,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,1,2012-07-01T00:00:00.000,ACE,95401,26075,SANTA ROSA,2015
Dog,Dachshund,Tricolor,Spayed,TOY,K18-027135,DA31,A022677,2018-01-31,2018-02-20,20,Stray,OVER THE COUNTER,Transfer,HSSC,UNKNOWN,PENDING,SANTA ROSA,1,2003-08-10T00:00:00.000,TALLULAH,95407,26079,COUNTY,2018
Cat,Domestic Sh,White,Neutered,SMALL,K16-018957,SMM,A337539,2016-05-23,2016-05-28,5,Stray,FIELD,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,,,,,2016
Dog,Great Dane/Labrador Retr,Black/White,Spayed,X-LRG,K19-033604,DS62,A342087,2019-09-05,2019-10-22,47,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,1,2015-12-15T00:00:00.000,SHIRLY,95446,23755,COUNTY,2019
Other,Chicken,White,Unknown,SMALL,K23-046518,LS03,A421323,2023-10-17,2023-11-11,25,Stray,FLD_STRAY,Transfer,WESTFARM,UNKNOWN,HEALTHY,SANTA ROSA,1,,,95401,26075,SANTA ROSA,2023
Dog,Chihuahua Sh,Tan,Male,SMALL,K19-033724,TRUCK,A391352,2019-09-13,2019-09-13,0,Stray,FIELD,Died,AT VET,UNKNOWN,DEAD,SANTA ROSA,1,,,,,,2019
Dog,Pit Bull,Br Brindle,Neutered,MED,K19-031485,DA22,A384460,2019-02-20,2019-03-05,13,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,1,2016-02-20T00:00:00.000,TANK,,,COUNTY,2019
Dog,Rhodesian Ridge,Tan,Neutered,MED,K16-019389,DS78,A357872,2016-06-23,2016-07-05,12,Stray,FIELD,Return To Owner,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,1,,LEROY,95436,23747,COUNTY,2016
Dog,Parson Russ Ter/Mix,White,Neutered,SMALL,K14-009170,DA11,A307690,2014-06-06,2014-06-19,13,Stray,OVER THE COUNTER,Transfer,RP SHELTER,HEALTHY,HEALTHY,COUNTY,1,2013-11-06T00:00:00.000,JACK,94928,1829,*ROHNERT PARK,2014
Cat,Domestic Sh,White/Black,Spayed,SMALL,K23-045485,LOBBY,A419227,2023-07-22,2023-08-18,27,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2023-02-22T00:00:00.000,OREO,95448,31016,COUNTY,2023
Dog,Rottweiler/Boxer,Red,Neutered,LARGE,K14-009747,DQ111,A308940,2014-07-10,2014-07-19,9,Owner Surrender,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,1,2011-07-10T00:00:00.000,KING,95409,26080,SANTA ROSA,2014
Dog,Border Collie,Black/White,Neutered,MED,K21-038488,DA46,A404610,2021-05-12,2021-07-28,77,Owner Surrender,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,COUNTY,1,2015-07-24T00:00:00.000,CODY,95448,31016,COUNTY,2021
Cat,Domestic Sh,Black,Spayed,SMALL,K17-024610,CS06,A356226,2017-07-28,2017-08-09,12,Stray,COMM CAT,Return To Owner,COMMCAT,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,1,,LITTLE BEE,95409,26080,COUNTY,2017
Dog,Aust Shepherd/Mix,Brown/White,Neutered,SMALL,K14-009434,DA02,A308226,2014-06-23,2014-07-02,9,Transfer,VET_HOSP,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2010-06-23T00:00:00.000,*PORTER,94928,1829,*ROHNERT PARK,2014
Dog,Mastiff/Rottweiler,Black/Brown,Neutered,X-LRG,K19-034679,DA12,A393951,2019-11-27,2020-01-29,63,Stray,FIELD,Adoption,FB SCAS,HEALTHY,HEALTHY,COUNTY,1,2014-07-02T00:00:00.000,*BRONCO,95462,31029,COUNTY,2019
Dog,Maltese/Mix,Tan,Spayed,SMALL,K14-011546,DA40,A313270,2014-10-30,2014-11-26,27,Quarantine,FLD_STRAY,Adoption,INTERNET,HEALTHY,HEALTHY,COUNTY,1,2007-11-01T00:00:00.000,*KORU,95405,26078,SANTA ROSA,2014
Other,Sheep,Brown/White,Female,LARGE,K14-009239,YARD,A307863,2014-06-11,2014-06-18,7,Stray,FIELD,Return To Owner,OVER THE COUNTER_LETTER,HEALTHY,HEALTHY,COUNTY,1,2012-06-11T00:00:00.000,,95476,31040,COUNTY,2014
Dog,Chihuahua Sh,Tan,Neutered,TOY,K14-007515,DA01,A302169,2014-01-30,2014-03-14,43,Stray,OVER THE COUNTER,Transfer,RP SHELTER,TREATABLE/MANAGEABLE,HEALTHY,*WINDSOR,1,2011-01-30T00:00:00.000,*PABLO,94928,1829,*ROHNERT PARK,2014
Dog,Germ Shepherd/Mix,White,Male,LARGE,K18-026903,DS90,A366626,2018-01-03,2018-01-31,28,Stray,FIELD,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2014-01-03T00:00:00.000,,,,,2018
Dog,Rottweiler/Labrador Retr,Black/Red,Male,LARGE,K18-026889,DS64,A366611,2018-01-03,2018-01-04,1,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2017-05-03T00:00:00.000,HUDSON,95404,26077,SANTA ROSA,2018
Dog,Germ Shepherd,Tan/Black,Spayed,MED,K19-034545,DA47,A393673,2019-11-12,2019-11-30,18,Stray,OVER THE COUNTER,Adoption,WALKIN,UNKNOWN,PENDING,COUNTY,1,2019-05-27T00:00:00.000,KAYA,89509,25785,OUT OF COUNTY,2019
Cat,Domestic Sh,Calico,Spayed,KITTN,K15-015860,LOBBY,A326764,2015-09-08,2015-12-05,88,Stray,OVER THE COUNTER,Adoption,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,1,2015-08-19T00:00:00.000,*SPROUT,94952,11138,COUNTY,2015
Cat,Domestic Sh,Gray Tabby,Male,KITTN,K17-023659,CI01,A353322,2017-05-27,2017-05-27,0,Stray,OVER THE COUNTER,Transfer,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,1,2017-05-13T00:00:00.000,,95407,26079,COUNTY,2017
Dog,Schnauzer Min/Mix,Black/Tan,Spayed,MED,K18-029386,TRUCK,A354495,2018-08-08,2018-08-08,0,Stray,FIELD,Return To Owner,FLD_LIC,HEALTHY,HEALTHY,SANTA ROSA,1,2011-07-11T00:00:00.000,BELLA,95405,26078,SANTA ROSA,2018
Dog,Pit Bull,Black/White,Male,MED,K20-037217,DS83,A401206,2020-11-01,2020-11-10,9,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,1,,COWBOY,95454,31022,OUT OF COUNTY,2020
Dog,Pit Bull/Mix,Black/Gray,Male,LARGE,K20-036757,DS81,A400454,2020-09-17,2020-09-28,11,Owner Surrender,OVER THE COUNTER,Transfer,,HEALTHY,HEALTHY,COUNTY,1,2019-09-17T00:00:00.000,SID,95035,11488,OUT OF COUNTY,2020
Dog,Great Pyrenees/Anatol Shepherd,White,Neutered,X-LRG,K21-038814,DS67,A405391,2021-06-15,2021-06-15,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,1,2019-06-15T00:00:00.000,AUSTIN,95409,26080,COUNTY,2021
Cat,Domestic Sh,Brn Tabby,Male,SMALL,K22-040812,CS06,A410312,2022-02-26,2022-03-09,11,Stray,OVER THE COUNTER,Transfer,FORGOTTEN,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,1,,,95403,26076,SANTA ROSA,2022
Other,Bat,Brown,Unknown,SMALL,K15-014908,PHLAB,A324277,2015-07-13,2015-07-13,0,Quarantine,OVER THE COUNTER_STRAY,Disposal,DOA,UNKNOWN,DEAD,COUNTY,1,,BAT,,,,2015
Dog,Germ Shepherd,Brown/Black,Male,LARGE,K20-035129,DS63,A395721,2020-01-22,2020-01-23,1,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,1,2017-01-22T00:00:00.000,OSO,95448,31016,COUNTY,2020
Dog,Beagle,Tricolor,Neutered,SMALL,K17-025093,DS83,A379968,2017-08-30,2017-10-04,35,Stray,FIELD,Transfer,NC AN FRND,UNKNOWN,HEALTHY,SANTA ROSA,1,2015-04-06T00:00:00.000,COCO,95758,12873,OUT OF COUNTY,2017
Dog,Eng Coonhound/Mix,White/Black,Neutered,MED,K22-041624,DS76,A412001,2022-06-15,2022-06-17,2,Stray,PHONE,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,1,2010-04-10T00:00:00.000,SPOTS,95472,31039,COUNTY,2022
Dog,Chihuahua Lh/Mix,Black/Brown,Spayed,SMALL,K16-020566,DA02,A341824,2016-09-01,2016-09-22,21,Stray,FIELD,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2014-09-20T00:00:00.000,BELLA,95404,26077,COUNTY,2016
Dog,Cairn Terrier/Mix,Tan/Gray,Neutered,SMALL,K21-038648,DA04,A405092,2021-06-01,2021-07-10,39,Stray,PHONE,Adoption,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,1,2020-06-25T00:00:00.000,*LITTLE E,94610,1487,OUT OF COUNTY,2021
Dog,Silky Terrier,Brown/Black,Spayed,TOY,K21-040270,DS72,A408179,2021-12-09,2021-12-10,1,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,COUNTY,1,2017-12-10T00:00:00.000,CRICKET,96150,7219,OUT OF COUNTY,2021
Dog,Germ Shepherd/Mix,Tricolor,Neutered,LARGE,K19-031203,DS64,A216694,2019-01-15,2019-01-15,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,1,2007-06-24T00:00:00.000,ARROW,95439,23749,COUNTY,2019
Dog,Pomeranian,Brown,Neutered,TOY,K20-036187,DA22,A351840,2020-07-12,2020-08-13,32,Stray,FIELD,Transfer,DOGWOOD,HEALTHY,HEALTHY,SANTA ROSA,1,2016-02-01T00:00:00.000,NICO,95403,26076,SANTA ROSA,2020
Cat,Domestic Lh,Orange,Neutered,SMALL,K20-035231,COOLER,A395909,2020-02-01,2020-02-01,0,Quarantine,FIELD_OS,Euthanize,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2010-02-01T00:00:00.000,SUNNY,95401,26075,SANTA ROSA,2020
Dog,Siberian Husky,Black/White,Female,MED,K19-031190,TRUCK,A382440,2019-01-13,2019-01-13,0,Stray,FIELD,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,1,2018-01-31T00:00:00.000,KLEO,95407,26079,COUNTY,2019
Cat,Domestic Sh,Black/White,Female,KITTN,K21-038876,CA03,A405546,2021-07-06,2021-07-08,2,Stray,PHONE,Transfer,HSSC,HEALTHY,HEALTHY,SANTA ROSA,1,2021-04-06T00:00:00.000,,95407,26079,COUNTY,2021
Dog,Germ Shepherd/Mix,Black/Brown,Neutered,MED,K17-025174,DS57,A276312,2017-09-04,2017-09-21,17,Stray,FIELD,Euthanize,AGGRESSIVE,TREATABLE/MANAGEABLE,UNTREATABLE,SANTA ROSA,1,,SHABBY,95403,26076,SANTA ROSA,2017
Cat,Domestic Sh,Agouti,Unknown,KITTN,K18-030575,CS06,A379597,2018-11-08,2018-11-13,5,Stray,COMM CAT,Transfer,FORGOTTEN,UNKNOWN,PENDING,SANTA ROSA,1,,,95403,26076,SANTA ROSA,2018
Other,Chicken,Black,Unknown,SMALL,K15-013194,FOSTER,A318107,2015-03-17,2015-03-27,10,Confiscate,FLD_ARREST,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2015-03-06T00:00:00.000,,94928,1829,*ROHNERT PARK,2015
Dog,Border Collie/Mix,Brown/White,Neutered,MED,K14-007380,DA38,A301679,2014-01-16,2014-02-04,19,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2013-06-24T00:00:00.000,COCO,95404,26077,SANTA ROSA,2014
Dog,French Bulldog,Bl Brindle,Female,SMALL,K25-053805,HSSC,A437595,2025-10-16,2025-11-12,27,Stray,EMAIL,Transfer,HSSC,UNKNOWN,PENDING,SANTA ROSA,1,2023-10-16T00:00:00.000,33500,95407,26079,COUNTY,2025
Cat,Domestic Sh,Orange,Neutered,KITTN,K15-016087,LOBBY,A327289,2015-09-22,2015-11-07,46,Stray,OVER THE COUNTER,Adoption,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,1,2015-08-11T00:00:00.000,MIKE,95401,26075,SANTA ROSA,2015
Dog,Poodle Stnd/Mix,White,Male,LARGE,K23-044627,TRUCK,A417378,2023-05-10,2023-05-10,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,1,,ROSCOE,95409,26080,SANTA ROSA,2023
Other,Bat,Black,Unknown,SMALL,K22-041611,TRUCK,A411974,2022-06-13,2022-06-13,0,Quarantine,FIELD,Euthanize,WILD,HEALTHY,UNTREATABLE,COUNTY,1,,,,,,2022
Dog,Rottweiler/Mix,Black/Tan,Neutered,X-LRG,K15-015038,DS62,A288204,2015-07-22,2015-08-26,35,Confiscate,FLD_ARREST,Euthanize,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,2009-02-14T00:00:00.000,GORDO,95401,26075,SANTA ROSA,2015
Cat,Domestic Sh,Gray Tabby,Male,KITTN,K16-020465,CI02,A341600,2016-08-24,2016-09-01,8,Stray,FIELD,Euthanize,ILL SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,2016-07-24T00:00:00.000,,,,,2016
Other,Chicken,Red/Black,Male,MED,K18-028784,SAL,A374253,2018-06-25,2018-10-23,120,Confiscate,FLD_CRUEL,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,1,,,,,,2018
Dog,Labrador Retr,Yellow,Male,MED,K19-032013,TRUCK,A390808,2019-04-21,2019-04-21,0,Stray,FIELD,Return To Owner,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,1,2016-12-21T00:00:00.000,COOPER HURTADO,95476,31040,COUNTY,2019
Cat,Domestic Sh,Brn Tabby/White,Spayed,KITTN,K18-029704,MAC,A375731,2018-09-01,2018-09-29,28,Stray,OVER THE COUNTER,Adoption,MOB EVENT,TREATABLE/REHAB,HEALTHY,SANTA ROSA,1,2018-04-28T00:00:00.000,*JULIA,95409,26080,SANTA ROSA,2018
Dog,Chihuahua Sh,Brown,Spayed,SMALL,K22-041504,DS52,A361226,2022-05-31,2022-06-01,1,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,1,2016-09-23T00:00:00.000,COOKIE,95401,26075,SANTA ROSA,2022
Cat,Domestic Sh,Black,Spayed,SMALL,K14-009841,CS06,A309145,2014-07-17,2014-07-22,5,Stray,COMM CAT,Return To Owner,COMMCAT,HEALTHY,HEALTHY,COUNTY,1,,,94952,11138,COUNTY,2014
Cat,Domestic Sh,Buff,Unknown,SMALL,K22-040809,COOLER,A410303,2022-02-25,2022-02-26,1,Stray,FIELD,Disposal,DOA,UNKNOWN,DEAD,SANTA ROSA,1,,,,,,2022
Dog,Amer Bulldog/Mix,Br Brindle/White,Spayed,LARGE,K14-010703,DS67,A311387,2014-09-09,2014-09-17,8,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,1,2007-03-17T00:00:00.000,BELLA,95404,26077,SANTA ROSA,2014
Cat,Domestic Sh,White,Spayed,KITTN,K18-028247,LOBBY,A372534,2018-05-15,2018-06-23,39,Stray,OVER THE COUNTER,Adoption,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,1,2018-04-10T00:00:00.000,ROSE,95492,31428,*WINDSOR,2018
Cat,Domestic Sh,Brn Tabby/White,Female,KITTN,K22-041379,HSSC,A411583,2022-05-14,2022-05-14,0,Stray,PHONE,Transfer,HSSC,UNKNOWN,PENDING,COUNTY,1,2022-03-14T00:00:00.000,,95407,26079,COUNTY,2022
Other,Rabbit Lh,Chocolate,Female,SMALL,K17-023546,CS06,A352821,2017-05-18,2017-06-07,20,Stray,OVER THE COUNTER,Transfer,RP SHELTER,HEALTHY,HEALTHY,SANTA ROSA,1,2016-05-18T00:00:00.000,*SUNBURN,94928,1829,*ROHNERT PARK,2017
Dog,Boxer,Fawn,Spayed,LARGE,K15-012535,DS68,A284759,2015-01-24,2015-02-23,30,Stray,OVER THE COUNTER,Euthanize,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,2005-11-03T00:00:00.000,BELLA,95403,26076,SANTA ROSA,2015
Dog,Pit Bull,White,Male,LARGE,K14-011857,DQ115,A314344,2014-11-26,2014-12-04,8,Quarantine,FLD_STRAY,Return To Owner,FLD_PRVS,HEALTHY,HEALTHY,*ROHNERT PARK,1,2012-07-04T00:00:00.000,ASPEN,94928,1829,*ROHNERT PARK,2014
Dog,Germ Shepherd/Mix,Brown,Neutered,LARGE,K17-022444,DA28,A347983,2017-02-04,2017-02-28,24,Stray,OVER THE COUNTER,Euthanize,ILL SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,,HUNTER,,,,2017
Dog,Pit Bull/Mix,White,Neutered,LARGE,K18-028690,DQ108,A308035,2018-06-16,2019-06-11,360,Quarantine,FIELD_RETURN TO OWNER,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2013-02-14T00:00:00.000,CASPER,95407,26079,SANTA ROSA,2018
Dog,Shih Tzu,Black/White,Neutered,SMALL,K14-008957,DS56,A091073,2014-05-22,2014-06-12,21,Stray,FIELD,Transfer,HSSC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,2005-01-01T00:00:00.000,WYLIE,95407,26079,SANTA ROSA,2014
